Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth
2022,Overall,Minnesota,All,All,All,ESRD,All,All,4029,3572.25,1985,0.4927
2022,Overall,Mississippi,All,All,All,ESRD,All,All,6084,5092.75,1390,0.2285
2022,Overall,Missouri,All,All,All,ESRD,All,All,6575,5696.8333333,2137,0.325
2022,Overall,Montana,All,All,All,ESRD,All,All,887,804.91666667,272,0.3067
2022,Overall,Nebraska,All,All,All,ESRD,All,All,1633,1434.9166667,476,0.2915
2022,Overall,Nevada,All,All,All,ESRD,All,All,3055,2640.6666667,1314,0.4301
2022,Overall,"New Hampshire",All,All,All,ESRD,All,All,1025,913.75,442,0.4312
2022,Overall,"New Jersey",All,All,All,ESRD,All,All,10467,8993.5833333,4332,0.4139
2022,Overall,"New Mexico",All,All,All,ESRD,All,All,2618,2284.3333333,1015,0.3877
2022,Overall,"New York",All,All,All,ESRD,All,All,20363,17216.583333,9008,0.4424
2022,Overall,"North Carolina",All,All,All,ESRD,All,All,12129,10316.333333,4259,0.3511
2022,Overall,"North Dakota",All,All,All,ESRD,All,All,784,698.41666667,229,0.2921
2022,Overall,Ohio,All,All,All,ESRD,All,All,9426,7776.8333333,3403,0.361
2022,Overall,Oklahoma,All,All,All,ESRD,All,All,5011,4326.0833333,1901,0.3794
2022,Overall,Oregon,All,All,All,ESRD,All,All,3048,2697.4166667,1589,0.5213
2022,Overall,Pennsylvania,All,All,All,ESRD,All,All,11513,9910,4895,0.4252
2022,Overall,"Rhode Island",All,All,All,ESRD,All,All,641,545.91666667,312,0.4867
2022,Overall,"South Carolina",All,All,All,ESRD,All,All,6955,5810.3333333,2249,0.3234
2022,Overall,"South Dakota",All,All,All,ESRD,All,All,962,861.16666667,370,0.3846
2022,Overall,Tennessee,All,All,All,ESRD,All,All,7012,5924.3333333,1938,0.2764
2022,Overall,Texas,All,All,All,ESRD,All,All,32035,26676.166667,13467,0.4204
2022,Overall,Utah,All,All,All,ESRD,All,All,1785,1586,694,0.3888
2022,Overall,Vermont,All,All,All,ESRD,All,All,398,370.58333333,286,0.7186
2022,Overall,Virginia,All,All,All,ESRD,All,All,8963,7654,3275,0.3654
2022,Overall,Washington,All,All,All,ESRD,All,All,6264,5468,2930,0.4678
2022,Overall,"West Virginia",All,All,All,ESRD,All,All,1714,1452.9166667,734,0.4282
2022,Overall,Wisconsin,All,All,All,ESRD,All,All,5057,4388,1792,0.3544
2022,Overall,Wyoming,All,All,All,ESRD,All,All,542,478.41666667,236,0.4354
2022,Overall,Alabama,All,All,Female,All,All,All,234457,231646,50034,0.2134
2022,Overall,Alaska,All,All,Female,All,All,All,46220,48611.25,15361,0.3323
2022,Overall,Arizona,All,All,Female,All,All,All,341984,347006.16667,116676,0.3412
2022,Overall,Arkansas,All,All,Female,All,All,All,204778,202191.25,54466,0.266
2022,Overall,California,All,All,Female,All,All,All,1494660,1559752.25,750940,0.5024
2022,Overall,Colorado,All,All,Female,All,All,All,223000,226718.58333,69243,0.3105
2022,Overall,Connecticut,All,All,Female,All,All,All,155909,153949.41667,59248,0.38
2022,Overall,Delaware,All,All,Female,All,All,All,85436,84420.5,32668,0.3824
2022,Overall,"District Of Columbia",All,All,Female,All,All,All,29759,30547.583333,12923,0.4343
2022,Overall,Florida,All,All,Female,All,All,All,1110975,1101796.25,331726,0.2986
2022,Overall,Georgia,All,All,Female,All,All,All,432553,431401.58333,108450,0.2507
2022,Overall,Hawaii,All,All,Female,All,All,All,53723,55793.25,23731,0.4417
2022,Overall,Idaho,All,All,Female,All,All,All,94020,95582.5,17400,0.1851
2022,Overall,Illinois,All,All,Female,All,All,All,689013,690275.41667,187602,0.2723
2022,Overall,Indiana,All,All,Female,All,All,All,365502,361769.16667,80781,0.221
2022,Overall,Iowa,All,All,Female,All,All,All,225830,223812.25,33797,0.1497
2022,Overall,Kansas,All,All,Female,All,All,All,198901,197850.25,39586,0.199
2022,Overall,Kentucky,All,All,Female,All,All,All,238144,233072.5,57270,0.2405
2022,Overall,Louisiana,All,All,Female,All,All,All,216510,210780.25,41162,0.1901
2022,Overall,Maine,All,All,Female,All,All,All,77164,79570,20953,0.2715
2022,Overall,Maryland,All,All,Female,All,All,All,418338,422839.16667,162278,0.3879
2022,Overall,Massachusetts,All,All,Female,All,All,All,462442,460129.08333,215453,0.4659
2022,Overall,Michigan,All,All,Female,All,All,All,458425,453870,153156,0.3341
2022,Overall,Minnesota,All,All,Female,All,All,All,220962,221273.58333,71030,0.3215
2022,Overall,Mississippi,All,All,Female,All,All,All,208414,203391.58333,38503,0.1847
2022,Overall,Missouri,All,All,Female,All,All,All,318398,316683.66667,63000,0.1979
2022,Overall,Montana,All,All,Female,All,All,All,85642,87629.083333,15200,0.1775
2022,Overall,Nebraska,All,All,Female,All,All,All,129247,128930.75,20112,0.1556
2022,Overall,Nevada,All,All,Female,All,All,All,128564,132627.25,37407,0.291
2022,Overall,"New Hampshire",All,All,Female,All,All,All,104670,106822,35003,0.3344
2022,Overall,"New Jersey",All,All,Female,All,All,All,502965,504458.41667,194557,0.3868
2022,Overall,"New Mexico",All,All,Female,All,All,All,107643,109982,38074,0.3537
2022,Overall,"New York",All,All,Female,All,All,All,899925,897553.33333,352350,0.3915
2022,Overall,"North Carolina",All,All,Female,All,All,All,530828,523051.33333,142288,0.268
2022,Overall,"North Dakota",All,All,Female,All,All,All,48850,48952.75,6656,0.1363
2022,Overall,Ohio,All,All,Female,All,All,All,548632,541405.58333,144560,0.2635
2022,Overall,Oklahoma,All,All,Female,All,All,All,243892,241606.66667,61730,0.2531
2022,Overall,Oregon,All,All,Female,All,All,All,192342,197994.08333,66971,0.3482
2022,Overall,Pennsylvania,All,All,Female,All,All,All,680477,675862.16667,198874,0.2923
2022,Overall,"Rhode Island",All,All,Female,All,All,All,46272,45917.25,19804,0.428
2022,Overall,"South Carolina",All,All,Female,All,All,All,347535,342811.75,76879,0.2212
2022,Overall,"South Dakota",All,All,Female,All,All,All,62354,62361.5,9014,0.1446
2022,Overall,Tennessee,All,All,Female,All,All,All,358609,354884.5,68435,0.1908
2022,Overall,Texas,All,All,Female,All,All,All,1023501,1030977.25,339351,0.3316
2022,Overall,Utah,All,All,Female,All,All,All,105745,106587.33333,24036,0.2273
2022,Overall,Vermont,All,All,Female,All,All,All,54169,54961.583333,17787,0.3284
2022,Overall,Virginia,All,All,Female,All,All,All,512284,511330.08333,142352,0.2779
2022,Overall,Washington,All,All,Female,All,All,All,367253,381165.83333,112974,0.3076
2022,Overall,"West Virginia",All,All,Female,All,All,All,110886,109201,31718,0.286
2022,Overall,Wisconsin,All,All,Female,All,All,All,279522,281216.5,62833,0.2248
2022,Overall,Wyoming,All,All,Female,All,All,All,51354,52776.5,8850,0.1723
2022,Overall,Alabama,All,All,Male,All,All,All,182945,190247.08333,32145,0.1757
2022,Overall,Alaska,All,All,Male,All,All,All,41000,47184.583333,11389,0.2778
2022,Overall,Arizona,All,All,Male,All,All,All,279205,298962.91667,85712,0.307
2022,Overall,Arkansas,All,All,Male,All,All,All,156313,164232.16667,35628,0.2279
2022,Overall,California,All,All,Male,All,All,All,1165084,1287926.8333,527022,0.4523
2022,Overall,Colorado,All,All,Male,All,All,All,185382,200151.83333,49942,0.2694
2022,Overall,Connecticut,All,All,Male,All,All,All,120237,122669.66667,40130,0.3338
2022,Overall,Delaware,All,All,Male,All,All,All,65425,66634.333333,21931,0.3352
2022,Overall,"District Of Columbia",All,All,Male,All,All,All,20581,22612.5,8011,0.3892
2022,Overall,Florida,All,All,Male,All,All,All,883485,911171.16667,235666,0.2667
2022,Overall,Georgia,All,All,Male,All,All,All,339470,353559.75,72539,0.2137
2022,Overall,Hawaii,All,All,Male,All,All,All,45270,49752.583333,18461,0.4078
2022,Overall,Idaho,All,All,Male,All,All,All,81082,88751.25,13113,0.1617
2022,Overall,Illinois,All,All,Male,All,All,All,530227,551782.25,125330,0.2364
2022,Overall,Indiana,All,All,Male,All,All,All,281931,291792.91667,54076,0.1918
2022,Overall,Iowa,All,All,Male,All,All,All,178638,184773.25,23371,0.1308
2022,Overall,Kansas,All,All,Male,All,All,All,156822,161773.66667,26675,0.1701
2022,Overall,Kentucky,All,All,Male,All,All,All,196788,204144,38791,0.1971
2022,Overall,Louisiana,All,All,Male,All,All,All,172399,176618.08333,26746,0.1551
2022,Overall,Maine,All,All,Male,All,All,All,63068,70237.166667,15144,0.2401
2022,Overall,Maryland,All,All,Male,All,All,All,301869,316841.58333,100342,0.3324
2022,Overall,Massachusetts,All,All,Male,All,All,All,353051,362096.08333,147094,0.4166
2022,Overall,Michigan,All,All,Male,All,All,All,358645,374658.83333,105010,0.2928
2022,Overall,Minnesota,All,All,Male,All,All,All,177774,190675.91667,50272,0.2828
2022,Overall,Mississippi,All,All,Male,All,All,All,159189,162563.41667,24512,0.154
2022,Overall,Missouri,All,All,Male,All,All,All,250521,263697.08333,42597,0.17
2022,Overall,Montana,All,All,Male,All,All,All,73179,80395.916667,10912,0.1491
2022,Overall,Nebraska,All,All,Male,All,All,All,100195,104820.25,13912,0.1388
2022,Overall,Nevada,All,All,Male,All,All,All,106975,119181.91667,27315,0.2553
2022,Overall,"New Hampshire",All,All,Male,All,All,All,83286,89627.583333,23937,0.2874
2022,Overall,"New Jersey",All,All,Male,All,All,All,371418,380387.83333,125817,0.3387
2022,Overall,"New Mexico",All,All,Male,All,All,All,86736,96474.333333,26107,0.301
2022,Overall,"New York",All,All,Male,All,All,All,690979,713687.16667,238911,0.3458
2022,Overall,"North Carolina",All,All,Male,All,All,All,422667,437790.58333,94724,0.2241
2022,Overall,"North Dakota",All,All,Male,All,All,All,40253,42698,4859,0.1207
2022,Overall,Ohio,All,All,Male,All,All,All,447296,462564.83333,101564,0.2271
2022,Overall,Oklahoma,All,All,Male,All,All,All,187986,197387.5,39026,0.2076
2022,Overall,Oregon,All,All,Male,All,All,All,158612,177971.5,47706,0.3008
2022,Overall,Pennsylvania,All,All,Male,All,All,All,533225,549466.83333,138325,0.2594
2022,Overall,"Rhode Island",All,All,Male,All,All,All,35400,37064.25,13194,0.3727
2022,Overall,"South Carolina",All,All,Male,All,All,All,272235,279020.83333,51175,0.188
2022,Overall,"South Dakota",All,All,Male,All,All,All,51762,55587.333333,7078,0.1367
2022,Overall,Tennessee,All,All,Male,All,All,All,276141,286428.91667,43672,0.1582
2022,Overall,Texas,All,All,Male,All,All,All,819330,874752.25,237343,0.2897
2022,Overall,Utah,All,All,Male,All,All,All,86703,90728.916667,17127,0.1975
2022,Overall,Vermont,All,All,Male,All,All,All,44529,47884.583333,12579,0.2825
2022,Overall,Virginia,All,All,Male,All,All,All,393947,407720.16667,94735,0.2405
2022,Overall,Washington,All,All,Male,All,All,All,303259,332662.66667,82917,0.2734
2022,Overall,"West Virginia",All,All,Male,All,All,All,91655,98454.166667,21145,0.2307
2022,Overall,Wisconsin,All,All,Male,All,All,All,227466,242512.66667,44057,0.1937
2022,Overall,Wyoming,All,All,Male,All,All,All,43786,48410.583333,6524,0.149
2022,Overall,Alabama,All,"American Indian/Alaska Native",All,All,All,All,358,357.83333333,118,0.3296
2022,Overall,Alaska,All,"American Indian/Alaska Native",All,All,All,All,10015,10659.416667,4234,0.4228
2022,Overall,Arizona,All,"American Indian/Alaska Native",All,All,All,All,19899,19721.333333,6738,0.3386
2022,Overall,Arkansas,All,"American Indian/Alaska Native",All,All,All,All,1044,1076.8333333,305,0.2921
2022,Overall,California,All,"American Indian/Alaska Native",All,All,All,All,10215,10734,4828,0.4726
2022,Overall,Colorado,All,"American Indian/Alaska Native",All,All,All,All,1127,1158.75,421,0.3736
2022,Overall,Connecticut,All,"American Indian/Alaska Native",All,All,All,All,236,237.66666667,109,0.4619
2022,Overall,Delaware,All,"American Indian/Alaska Native",All,All,All,All,60,59.833333333,22,0.3667
2022,Overall,"District Of Columbia",All,"American Indian/Alaska Native",All,All,All,All,15,18.166666667,"",""
2022,Overall,Florida,All,"American Indian/Alaska Native",All,All,All,All,1276,1305.6666667,354,0.2774
2022,Overall,Georgia,All,"American Indian/Alaska Native",All,All,All,All,356,362.83333333,94,0.264
2022,Overall,Hawaii,All,"American Indian/Alaska Native",All,All,All,All,104,116,45,0.4327
2022,Overall,Idaho,All,"American Indian/Alaska Native",All,All,All,All,1341,1390.0833333,248,0.1849
2022,Overall,Illinois,All,"American Indian/Alaska Native",All,All,All,All,436,435.91666667,141,0.3234
2022,Overall,Indiana,All,"American Indian/Alaska Native",All,All,All,All,267,271.75,81,0.3034
2022,Overall,Iowa,All,"American Indian/Alaska Native",All,All,All,All,434,431.33333333,82,0.1889
2022,Overall,Kansas,All,"American Indian/Alaska Native",All,All,All,All,1466,1494.5833333,322,0.2196
2022,Overall,Kentucky,All,"American Indian/Alaska Native",All,All,All,All,156,166.33333333,39,0.25
2022,Overall,Louisiana,All,"American Indian/Alaska Native",All,All,All,All,362,364.5,82,0.2265
2022,Overall,Maine,All,"American Indian/Alaska Native",All,All,All,All,515,532.25,180,0.3495
2022,Overall,Maryland,All,"American Indian/Alaska Native",All,All,All,All,337,367.75,134,0.3976
2022,Overall,Massachusetts,All,"American Indian/Alaska Native",All,All,All,All,458,467.66666667,235,0.5131
2022,Overall,Michigan,All,"American Indian/Alaska Native",All,All,All,All,2980,3048.5,969,0.3252
2022,Overall,Minnesota,All,"American Indian/Alaska Native",All,All,All,All,3561,3598.3333333,1354,0.3802
2022,Overall,Mississippi,All,"American Indian/Alaska Native",All,All,All,All,537,535.58333333,73,0.1359
2022,Overall,Missouri,All,"American Indian/Alaska Native",All,All,All,All,779,789.25,207,0.2657
2022,Overall,Montana,All,"American Indian/Alaska Native",All,All,All,All,4937,5208.9166667,911,0.1845
2022,Overall,Nebraska,All,"American Indian/Alaska Native",All,All,All,All,886,878.33333333,196,0.2212
2022,Overall,Nevada,All,"American Indian/Alaska Native",All,All,All,All,1808,1890.9166667,499,0.276
2022,Overall,"New Hampshire",All,"American Indian/Alaska Native",All,All,All,All,80,92,33,0.4125
2022,Overall,"New Jersey",All,"American Indian/Alaska Native",All,All,All,All,286,292.58333333,119,0.4161
2022,Overall,"New Mexico",All,"American Indian/Alaska Native",All,All,All,All,12327,12572.833333,3712,0.3011
2022,Overall,"New York",All,"American Indian/Alaska Native",All,All,All,All,2266,2328.5,824,0.3636
2022,Overall,"North Carolina",All,"American Indian/Alaska Native",All,All,All,All,3778,3666.5833333,1090,0.2885
2022,Overall,"North Dakota",All,"American Indian/Alaska Native",All,All,All,All,2719,2784.5,502,0.1846
2022,Overall,Ohio,All,"American Indian/Alaska Native",All,All,All,All,308,313.08333333,87,0.2825
2022,Overall,Oklahoma,All,"American Indian/Alaska Native",All,All,All,All,30046,29578.75,8258,0.2748
2022,Overall,Oregon,All,"American Indian/Alaska Native",All,All,All,All,3242,3444.1666667,1134,0.3498
2022,Overall,Pennsylvania,All,"American Indian/Alaska Native",All,All,All,All,284,292.66666667,95,0.3345
2022,Overall,"Rhode Island",All,"American Indian/Alaska Native",All,All,All,All,110,105.41666667,57,0.5182
2022,Overall,"South Carolina",All,"American Indian/Alaska Native",All,All,All,All,298,300.16666667,88,0.2953
2022,Overall,"South Dakota",All,"American Indian/Alaska Native",All,All,All,All,4991,5100.6666667,952,0.1907
2022,Overall,Tennessee,All,"American Indian/Alaska Native",All,All,All,All,309,331.25,74,0.2395
2022,Overall,Texas,All,"American Indian/Alaska Native",All,All,All,All,2730,2782.1666667,922,0.3377
2022,Overall,Utah,All,"American Indian/Alaska Native",All,All,All,All,1559,1596.5,520,0.3335
2022,Overall,Vermont,All,"American Indian/Alaska Native",All,All,All,All,40,44.583333333,23,0.575
2022,Overall,Virginia,All,"American Indian/Alaska Native",All,All,All,All,399,407.91666667,128,0.3208
2022,Overall,Washington,All,"American Indian/Alaska Native",All,All,All,All,6573,6943.4166667,2111,0.3212
2022,Overall,"West Virginia",All,"American Indian/Alaska Native",All,All,All,All,65,65.333333333,27,0.4154
2022,Overall,Wisconsin,All,"American Indian/Alaska Native",All,All,All,All,3520,3503.1666667,900,0.2557
2022,Overall,Wyoming,All,"American Indian/Alaska Native",All,All,All,All,1106,1144,379,0.3427
2022,Overall,Alabama,All,"Asian/Pacific Islander",All,All,All,All,2629,2855.6666667,352,0.1339
2022,Overall,Alaska,All,"Asian/Pacific Islander",All,All,All,All,3552,4073.6666667,681,0.1917
2022,Overall,Arizona,All,"Asian/Pacific Islander",All,All,All,All,10149,10946.333333,2841,0.2799
2022,Overall,Arkansas,All,"Asian/Pacific Islander",All,All,All,All,2176,2410.5833333,408,0.1875
2022,Overall,California,All,"Asian/Pacific Islander",All,All,All,All,331744,359848.75,158273,0.4771
2022,Overall,Colorado,All,"Asian/Pacific Islander",All,All,All,All,7137,7775.3333333,1694,0.2374
2022,Overall,Connecticut,All,"Asian/Pacific Islander",All,All,All,All,5631,5991.1666667,1622,0.288
2022,Overall,Delaware,All,"Asian/Pacific Islander",All,All,All,All,2530,2644.75,813,0.3213
2022,Overall,"District Of Columbia",All,"Asian/Pacific Islander",All,All,All,All,989,1105.8333333,327,0.3306
2022,Overall,Florida,All,"Asian/Pacific Islander",All,All,All,All,27204,29312.833333,6798,0.2499
2022,Overall,Georgia,All,"Asian/Pacific Islander",All,All,All,All,15079,16363.583333,3442,0.2283
2022,Overall,Hawaii,All,"Asian/Pacific Islander",All,All,All,All,47147,49510.75,20174,0.4279
2022,Overall,Idaho,All,"Asian/Pacific Islander",All,All,All,All,1402,1494.5,229,0.1633
2022,Overall,Illinois,All,"Asian/Pacific Islander",All,All,All,All,33554,35554.5,8661,0.2581
2022,Overall,Indiana,All,"Asian/Pacific Islander",All,All,All,All,4875,5243.3333333,839,0.1721
2022,Overall,Iowa,All,"Asian/Pacific Islander",All,All,All,All,2358,2572.0833333,273,0.1158
2022,Overall,Kansas,All,"Asian/Pacific Islander",All,All,All,All,3402,3670,483,0.142
2022,Overall,Kentucky,All,"Asian/Pacific Islander",All,All,All,All,2726,2950.25,414,0.1519
2022,Overall,Louisiana,All,"Asian/Pacific Islander",All,All,All,All,3406,3642.25,421,0.1236
2022,Overall,Maine,All,"Asian/Pacific Islander",All,All,All,All,951,1063.3333333,157,0.1651
2022,Overall,Maryland,All,"Asian/Pacific Islander",All,All,All,All,27517,29743.333333,10456,0.38
2022,Overall,Massachusetts,All,"Asian/Pacific Islander",All,All,All,All,16821,18166.666667,6262,0.3723
2022,Overall,Michigan,All,"Asian/Pacific Islander",All,All,All,All,12383,13044.75,3787,0.3058
2022,Overall,Minnesota,All,"Asian/Pacific Islander",All,All,All,All,6562,7220.1666667,1873,0.2854
2022,Overall,Mississippi,All,"Asian/Pacific Islander",All,All,All,All,1830,1981.0833333,219,0.1197
2022,Overall,Missouri,All,"Asian/Pacific Islander",All,All,All,All,4333,4698.4166667,641,0.1479
2022,Overall,Montana,All,"Asian/Pacific Islander",All,All,All,All,675,739.75,96,0.1422
2022,Overall,Nebraska,All,"Asian/Pacific Islander",All,All,All,All,1510,1657.8333333,185,0.1225
2022,Overall,Nevada,All,"Asian/Pacific Islander",All,All,All,All,13193,14701.333333,3819,0.2895
2022,Overall,"New Hampshire",All,"Asian/Pacific Islander",All,All,All,All,1343,1482.9166667,324,0.2413
2022,Overall,"New Jersey",All,"Asian/Pacific Islander",All,All,All,All,42494,44860.666667,15597,0.367
2022,Overall,"New Mexico",All,"Asian/Pacific Islander",All,All,All,All,1786,1925,480,0.2688
2022,Overall,"New York",All,"Asian/Pacific Islander",All,All,All,All,62794,63270.833333,23441,0.3733
2022,Overall,"North Carolina",All,"Asian/Pacific Islander",All,All,All,All,11510,12509.5,2263,0.1966
2022,Overall,"North Dakota",All,"Asian/Pacific Islander",All,All,All,All,407,440.08333333,55,0.1351
2022,Overall,Ohio,All,"Asian/Pacific Islander",All,All,All,All,8795,9277.4166667,1930,0.2194
2022,Overall,Oklahoma,All,"Asian/Pacific Islander",All,All,All,All,3896,4282.8333333,654,0.1679
2022,Overall,Oregon,All,"Asian/Pacific Islander",All,All,All,All,6011,6791.25,1796,0.2988
2022,Overall,Pennsylvania,All,"Asian/Pacific Islander",All,All,All,All,19297,20251.833333,5527,0.2864
2022,Overall,"Rhode Island",All,"Asian/Pacific Islander",All,All,All,All,1221,1328.75,369,0.3022
2022,Overall,"South Carolina",All,"Asian/Pacific Islander",All,All,All,All,4531,4812,721,0.1591
2022,Overall,"South Dakota",All,"Asian/Pacific Islander",All,All,All,All,556,626.83333333,67,0.1205
2022,Overall,Tennessee,All,"Asian/Pacific Islander",All,All,All,All,4826,5322.75,734,0.1521
2022,Overall,Texas,All,"Asian/Pacific Islander",All,All,All,All,48019,51504.75,14558,0.3032
2022,Overall,Utah,All,"Asian/Pacific Islander",All,All,All,All,3493,3767.4166667,554,0.1586
2022,Overall,Vermont,All,"Asian/Pacific Islander",All,All,All,All,633,679.16666667,155,0.2449
2022,Overall,Virginia,All,"Asian/Pacific Islander",All,All,All,All,26138,27938.5,8578,0.3282
2022,Overall,Washington,All,"Asian/Pacific Islander",All,All,All,All,25879,29176.416667,6735,0.2602
2022,Overall,"West Virginia",All,"Asian/Pacific Islander",All,All,All,All,795,848.16666667,170,0.2138
2022,Overall,Wisconsin,All,"Asian/Pacific Islander",All,All,All,All,6052,6551.0833333,1059,0.175
2022,Overall,Wyoming,All,"Asian/Pacific Islander",All,All,All,All,408,445.08333333,58,0.1422
2022,Overall,Alabama,All,"Black/African American",All,All,All,All,66032,68310.333333,12319,0.1866
2022,Overall,Alaska,All,"Black/African American",All,All,All,All,2071,2419,646,0.3119
2022,Overall,Arizona,All,"Black/African American",All,All,All,All,13354,14453.416667,5031,0.3767
2022,Overall,Arkansas,All,"Black/African American",All,All,All,All,31439,31968.25,8165,0.2597
2022,Overall,California,All,"Black/African American",All,All,All,All,128799,141160.91667,66249,0.5144
2022,Overall,Colorado,All,"Black/African American",All,All,All,All,9754,10611,3136,0.3215
2022,Overall,Connecticut,All,"Black/African American",All,All,All,All,15088,15068.416667,5667,0.3756
2022,Overall,Delaware,All,"Black/African American",All,All,All,All,19337,19523.083333,7896,0.4083
2022,Overall,"District Of Columbia",All,"Black/African American",All,All,All,All,27777,29411.583333,11513,0.4145
2022,Overall,Florida,All,"Black/African American",All,All,All,All,123587,128445.83333,32089,0.2596
2022,Overall,Georgia,All,"Black/African American",All,All,All,All,135707,140962.58333,34039,0.2508
2022,Overall,Hawaii,All,"Black/African American",All,All,All,All,917,1171.25,351,0.3828
2022,Overall,Idaho,All,"Black/African American",All,All,All,All,448,482.83333333,97,0.2165
2022,Overall,Illinois,All,"Black/African American",All,All,All,All,106158,107603.08333,35539,0.3348
2022,Overall,Indiana,All,"Black/African American",All,All,All,All,31598,31926.5,8931,0.2826
2022,Overall,Iowa,All,"Black/African American",All,All,All,All,4446,4590.25,848,0.1907
2022,Overall,Kansas,All,"Black/African American",All,All,All,All,9520,9943.6666667,2128,0.2235
2022,Overall,Kentucky,All,"Black/African American",All,All,All,All,18946,19194.25,3965,0.2093
2022,Overall,Louisiana,All,"Black/African American",All,All,All,All,81312,80341.333333,15396,0.1893
2022,Overall,Maine,All,"Black/African American",All,All,All,All,707,797.33333333,200,0.2829
2022,Overall,Maryland,All,"Black/African American",All,All,All,All,164563,171549.16667,63973,0.3887
2022,Overall,Massachusetts,All,"Black/African American",All,All,All,All,31733,32429.666667,14415,0.4543
2022,Overall,Michigan,All,"Black/African American",All,All,All,All,77435,76199.416667,27274,0.3522
2022,Overall,Minnesota,All,"Black/African American",All,All,All,All,11820,12034.666667,4959,0.4195
2022,Overall,Mississippi,All,"Black/African American",All,All,All,All,81809,80234.916667,12928,0.158
2022,Overall,Missouri,All,"Black/African American",All,All,All,All,32422,33084.166667,7276,0.2244
2022,Overall,Montana,All,"Black/African American",All,All,All,All,323,359.83333333,71,0.2198
2022,Overall,Nebraska,All,"Black/African American",All,All,All,All,3983,4269.8333333,683,0.1715
2022,Overall,Nevada,All,"Black/African American",All,All,All,All,15227,16152.333333,5535,0.3635
2022,Overall,"New Hampshire",All,"Black/African American",All,All,All,All,862,966.16666667,290,0.3364
2022,Overall,"New Jersey",All,"Black/African American",All,All,All,All,66229,67593.583333,22913,0.346
2022,Overall,"New Mexico",All,"Black/African American",All,All,All,All,2722,3084.9166667,914,0.3358
2022,Overall,"New York",All,"Black/African American",All,All,All,All,147712,151029.16667,54011,0.3657
2022,Overall,"North Carolina",All,"Black/African American",All,All,All,All,135328,137649.25,33529,0.2478
2022,Overall,"North Dakota",All,"Black/African American",All,All,All,All,521,560.25,78,0.1497
2022,Overall,Ohio,All,"Black/African American",All,All,All,All,65525,65105.583333,18163,0.2772
2022,Overall,Oklahoma,All,"Black/African American",All,All,All,All,18759,19346.083333,4671,0.249
2022,Overall,Oregon,All,"Black/African American",All,All,All,All,3119,3495.6666667,1271,0.4075
2022,Overall,Pennsylvania,All,"Black/African American",All,All,All,All,70065,72178.833333,22479,0.3208
2022,Overall,"Rhode Island",All,"Black/African American",All,All,All,All,2250,2424,876,0.3893
2022,Overall,"South Carolina",All,"Black/African American",All,All,All,All,91510,92473.833333,16946,0.1852
2022,Overall,"South Dakota",All,"Black/African American",All,All,All,All,499,555.16666667,64,0.1283
2022,Overall,Tennessee,All,"Black/African American",All,All,All,All,54569,56094.083333,10356,0.1898
2022,Overall,Texas,All,"Black/African American",All,All,All,All,139185,144672.16667,46973,0.3375
2022,Overall,Utah,All,"Black/African American",All,All,All,All,1012,1101.25,233,0.2302
2022,Overall,Vermont,All,"Black/African American",All,All,All,All,403,454.16666667,127,0.3151
2022,Overall,Virginia,All,"Black/African American",All,All,All,All,114641,117303.08333,28960,0.2526
2022,Overall,Washington,All,"Black/African American",All,All,All,All,13142,14944,4612,0.3509
2022,Overall,"West Virginia",All,"Black/African American",All,All,All,All,4549,4883.4166667,1271,0.2794
2022,Overall,Wisconsin,All,"Black/African American",All,All,All,All,14007,14142.833333,3966,0.2831
2022,Overall,Wyoming,All,"Black/African American",All,All,All,All,451,512.08333333,97,0.2151
2022,Overall,Alabama,All,Hispanic,All,All,All,All,3733,4071,670,0.1795
2022,Overall,Alaska,All,Hispanic,All,All,All,All,2319,2707.25,563,0.2428
2022,Overall,Arizona,All,Hispanic,All,All,All,All,44759,50776.583333,14173,0.3167
2022,Overall,Arkansas,All,Hispanic,All,All,All,All,4845,5465.8333333,1008,0.208
2022,Overall,California,All,Hispanic,All,All,All,All,433041,503579,207507,0.4792
2022,Overall,Colorado,All,Hispanic,All,All,All,All,31819,35393.5,8913,0.2801
2022,Overall,Connecticut,All,Hispanic,All,All,All,All,16121,16014.333333,6343,0.3935
2022,Overall,Delaware,All,Hispanic,All,All,All,All,3357,3498.5,1372,0.4087
2022,Overall,"District Of Columbia",All,Hispanic,All,All,All,All,2224,2503.25,985,0.4429
2022,Overall,Florida,All,Hispanic,All,All,All,All,147716,149821.5,49486,0.335
2022,Overall,Georgia,All,Hispanic,All,All,All,All,15732,18043,3340,0.2123
2022,Overall,Hawaii,All,Hispanic,All,All,All,All,5324,5966.5833333,2195,0.4123
2022,Overall,Idaho,All,Hispanic,All,All,All,All,6057,6719.6666667,927,0.153
2022,Overall,Illinois,All,Hispanic,All,All,All,All,64057,70739.666667,18477,0.2884
2022,Overall,Indiana,All,Hispanic,All,All,All,All,10977,11795.833333,2514,0.229
2022,Overall,Iowa,All,Hispanic,All,All,All,All,4368,4888.8333333,612,0.1401
2022,Overall,Kansas,All,Hispanic,All,All,All,All,10629,11460.916667,1844,0.1735
